"","liveness","danceability","energy","key","loudness","mode","ArtistName","speechiness","acousticness","instrumentalness","valence","tempo","duration_ms","DateIndex","time_signature","MaxPosition","Track.Name","minPosition","lCountOnCharts","TrackPopularity","CountOnCharts","lSumChartStreams","ldurationms"
"1",0.119,0.546,0.657,1,-4.787,1,"One Direction",0.0332,0.0928,0,0.357,133.188,196933,184,4,36,"Love You Goodbye",29,1.09861228866811,52,3,14.8450424713171,12.1906188483496
"2",0.0581,0.696,0.743,6,-3.838,1,"Jonas Blue",0.0331,0.0778,0,0.613,122.978,201254,565,4,165,"By Your Side",51,3.52636052461616,86,34,16.9869886068406,12.2123230708597
"4",0.708,0.567,0.455,6,-11.75,0,"Kendrick Lamar",0.496,0.738,0,0.351,127.002,496173,295,4,184,"untitled 07 | 2014 - 2016",43,2.484906649788,63,12,15.6479428905931,13.1146799352164
"5",0.0805,0.736,0.772,4,-5.52,0,"Tove Lo",0.0332,0.0996,0,0.0861,120.004,238427,33,4,189,"Talking Body",26,3.95124371858143,71,52,17.5399069999007,12.381818462794
"6",0.101,0.663,0.92,11,-4.07,0,"Ricky Martin",0.226,0.00431,1.69e-05,0.521,99.935,259196,555,4,140,"Vente Pa' Ca",51,4.21950770517611,89,68,17.8346942118386,12.4653398112424
"10",0.341,0.514,0.829,2,-8.987,1,"JosÈ Feliciano",0.0377,0.553,0,0.965,148.806,181812,224,4,192,"Feliz Navidad",35,2.70805020110221,63,15,15.6047727449103,12.1107284651478
"11",0.154,0.592,0.455,1,-7.698,1,"Drake",0.393,0.00322,3.72e-05,0.0568,146.316,202451,274,4,199,"Summer Sixteen",31,4.82028156560504,72,124,18.1196527157665,12.2182531609393
"12",0.321,0.74,0.781,7,-6.204,0,"Justin Bieber",0.07,0.0223,0,0.86,113.021,199227,183,4,188,"Been You",34,4.00733318523247,66,55,17.0657651589843,12.2022001571163
"14",0.207,0.55,0.689,3,-7.76,0,"Kygo",0.094,0.0498,0,0.419,99.904,224487,365,4,72,"Raging",44,3.8286413964891,73,46,17.3016575120014,12.321573078029
"15",0.0862,0.696,0.694,0,-6.631,1,"Ellie Goulding",0.0534,0.269,4.36e-06,0.728,154.941,213445,129,4,26,"On My Mind",26,0,16,1,13.8680052803481,12.2711344672221
"17",0.055,0.586,0.701,1,-5.326,0,"DJ Snake",0.0416,0.0203,0,0.226,104.957,220573,454,4,51,"Middle",51,0.693147180559945,79,2,14.5577364324935,12.3039839848385
"18",0.132,0.635,0.833,2,-3.387,0,"Avicii",0.0332,0.04,0.214,0.304,135.029,206067,121,4,56,"For A Better Day",24,3.63758615972639,17,38,17.2490025108003,12.2359566376102
"21",0.112,0.874,0.406,1,-10.025,1,"Drake",0.266,0.145,0.000242,0.811,127.978,195053,371,4,198,"With You",46,4.56434819146784,67,96,17.5867965467869,12.1810265954881
"22",0.126,0.508,0.687,0,-4.361,1,"J Balvin",0.326,0.551,3.41e-06,0.565,180.044,205600,561,4,164,"Safari",44,4.21950770517611,86,68,17.7586561519912,12.2336878125631
"23",0.0823,0.374,0.82,0,-4.055,1,"Alessia Cara",0.102,0.0751,0,0.367,122.841,199453,183,4,52,"Here",24,3.46573590279973,11,32,17.1417778706694,12.2033338985842
"24",0.114,0.661,0.893,7,-5.684,1,"Lady Gaga",0.149,0.0949,0,0.94,149.941,207720,526,4,48,"A-YO",48,0,48,1,13.8833775959384,12.2439462979583
"25",0.676,0.681,0.708,5,-6.019,0,"FRENSHIP",0.0304,0.042,0.14,0.359,92.993,237581,401,4,192,"Capsize",44,3.89182029811063,33,49,17.2467921701494,12.3782638969432
"27",0.108,0.643,0.499,2,-6.795,0,"Justin Bieber",0.0308,0.0478,0,0.364,133.978,275040,186,4,25,"No Sense",25,0,67,1,13.8887693839812,12.5246718206167
"29",0.0998,0.565,0.245,5,-9.132,1,"One Direction",0.0262,0.781,0,0.3,75.055,230320,183,4,196,"If I Could Fly",32,3.3322045101752,69,28,16.4291204008576,12.3472249252861
"30",0.302,0.673,0.847,10,-4.505,0,"OMI",0.0386,0.0253,0,0.545,121.988,206344,134,4,100,"Hula Hoop",20,3.89182029811063,67,49,17.4827987902,12.2372999579467
"34",0.419,0.617,0.759,0,-6.785,0,"Hailee Steinfeld",0.0677,0.0026,0,0.309,122.925,218773,169,4,199,"Love Myself",24,5.35185813347607,75,211,18.6349970898718,12.2957899415499
"35",0.142,0.577,0.741,6,-3.83,0,"Avicii",0.0501,0.298,0,0.586,128.081,230613,148,4,200,"Waiting For Love",20,5.62040086571715,76,276,18.7174400954664,12.3484962599029
"36",0.146,0.722,0.331,8,-7.789,1,"Future",0.0725,0.337,0.283,0.102,143.974,313547,358,4,184,"Low Life",43,4.83628190695148,22,126,18.3968371615838,12.6557045480734
"38",0.114,0.779,0.472,11,-7.116,1,"T-Wayne",0.218,0.0577,0,0.4,135.051,142212,22,4,199,"Nasty Freestyle",19,4.92725368515721,70,138,18.1733311766405,11.8650741809764
"39",0.186,0.693,0.65,1,-8.376,1,"Marc E. Bassy",0.192,0.0398,0,0.661,85.026,218480,552,4,74,"You & Me",41,2.70805020110221,85,15,16.4574305006759,12.2944497561476
"41",0.544,0.712,0.57,7,-4.386,1,"Kanye West",0.0564,0.135,1.48e-06,0.383,113.088,135920,325,4,35,"Father Stretch My Hands Pt. 1",35,0,16,1,13.9080140755016,11.8198217563458
"43",0.108,0.558,0.296,10,-9.18,1,"Justin Bieber",0.0427,0.907,0,0.473,76.04,234787,183,4,197,"Life Is Worth Living",30,4.20469261939097,69,67,17.2785770573248,12.3664339991341
"44",0.105,0.416,0.773,8,-3.784,1,"John Legend",0.0949,0.572,0,0.714,122.65,210307,559,4,134,"Love Me Now",42,4.00733318523247,89,55,17.3725561777859,12.256323646919
"47",0.083,0.803,0.569,2,-7.392,1,"NEIKED",0.0739,0.0623,0,0.807,107.986,188889,566,4,121,"Sexual",45,4.57471097850338,89,97,17.9981012720277,12.1489148199253
"48",0.53,0.716,0.568,7,-4.406,1,"Kanye West",0.055,0.143,0,0.376,113.03,135920,324,4,45,"Father Stretch My Hands Pt. 1",36,0.693147180559945,8,2,14.5504597326879,11.8198217563458
"49",0.257,0.781,0.728,1,-4.981,1,"Rihanna",0.0621,0.0509,1.94e-06,0.376,102.99,219306,1,4,200,"Bitch Better Have My Money",18,5.93224518744801,74,377,18.9971655381938,12.2982232938128
"50",0.0911,0.666,0.543,6,-9.188,0,"Justin Bieber",0.0446,0.511,0,0.875,161.947,182947,224,4,177,"Mistletoe",28,3.52636052461616,78,34,16.6042549467885,12.11695177239
"51",0.79,0.648,0.737,11,-4.267,1,"Kanye West",0.371,0.587,0,0.298,144.988,130293,327,4,200,"Pt. 2",36,3.89182029811063,8,49,17.078626362979,11.7775410394903
"52",0.113,0.665,0.62,1,-5.43,1,"Charlie Puth",0.035,0.417,0,0.455,91.008,192075,263,4,188,"One Call Away",27,4.18965474202643,72,66,17.4464181498317,12.1656411997358
"55",0.0463,0.48,0.682,7,-4.94,1,"The Weeknd",0.13,0.0696,0,0.512,167.939,235653,253,3,199,"In The Night",27,5.21493575760899,73,184,18.6099716251548,12.3701156630156
"56",0.077,0.486,0.652,11,-7.226,0,"Kygo",0.052,0.408,6.63e-05,0.404,113.055,273684,28,4,129,"Firestone",15,5.90808293816893,41,368,19.300962571449,12.5197294351542
"57",0.261,0.627,0.717,8,-5.751,0,"The Chainsmokers",0.0376,0.017,0,0.569,105.05,247427,554,4,72,"Setting Fires",40,3.29583686600433,81,27,17.0599471842915,12.4188708679898
"59",0.126,0.628,0.484,10,-7.588,1,"Michael BublÈ",0.0319,0.469,1.23e-05,0.636,63.476,216627,224,4,173,"White Christmas (Duet With Shania Twain)",18,3.29583686600433,76,27,16.1746719009293,12.28593225952
"60",0.368,0.785,0.633,7,-8.223,1,"Drake",0.169,0.0259,0,0.247,129.97,209413,368,4,39,"Hype",39,0,66,1,13.9393366309679,12.252063657631
"61",0.0729,0.602,0.678,5,-6.57,0,"Selena Gomez",0.0565,0.152,0,0.224,88.992,220679,65,4,48,"Good For You",14,2.70805020110221,17,15,16.4265579609249,12.3044644359278
"64",0.16,0.71,0.805,7,-5.045,0,"The Weeknd",0.0546,0.0475,0,0.721,116.985,223293,565,4,43,"Love To Lay",43,0.693147180559945,80,2,14.641847697867,12.3162400893745
"66",0.0836,0.312,0.418,7,-9.146,1,"Coldplay",0.0296,0.131,0.000679,0.229,130.795,242496,224,4,200,"Christmas Lights",23,3.13549421592915,77,23,16.1116779011869,12.3987404943783
"67",0.119,0.664,0.439,4,-7.296,0,"The Weeknd",0.136,0.67,0.00027,0.381,148.073,197653,565,4,63,"Attention",41,1.79175946922805,80,6,15.657920998668,12.1942682469552
"68",0.108,0.689,0.521,0,-5.845,1,"Snakehips",0.132,0.119,8.41e-05,0.181,95.055,229747,323,4,199,"All My Friends",31,5.605802066296,78,272,19.0480125191716,12.3447339824613
"69",0.0989,0.519,0.632,1,-8.069,1,"The Weeknd",0.076,0.0691,0,0.192,109.603,198653,564,4,62,"Nothing Without You",40,1.38629436111989,50,4,15.2239384062461,12.1993148630668
"71",0.0504,0.904,0.62,2,-8.124,1,"Drake",0.0595,0.00343,0.000249,0.526,134.969,267067,370,4,49,"Hotline Bling",41,2.484906649788,78,12,16.3387076806739,12.4952548422327
"74",0.0955,0.622,0.701,8,-5.452,1,"Nicky Jam",0.0559,0.423,0,0.665,179.998,207013,129,4,200,"El Perd√≥n",16,6.15909538849193,30,473,19.4643722792323,12.2405368722079
"76",0.182,0.597,0.685,11,-6.371,1,"Robin Schulz",0.0367,0.0245,0.000335,0.379,122.002,209208,28,4,92,"Headlights (feat. Ilsey)",17,4.91265488573605,70,136,18.4554838870723,12.2510842513595
"81",0.419,0.563,0.864,4,-4.066,0,"Years & Years",0.0386,0.0585,0,0.443,119.964,213424,15,4,37,"King",16,4.18965474202643,67,66,17.9015401800192,12.2710360763808
"82",0.354,0.746,0.873,7,-3.803,1,"Fetty Wap",0.128,0.0244,0,0.808,148.075,222093,141,4,22,"Trap Queen",17,2.70805020110221,71,15,16.5828754723468,12.3108514920513
"84",0.139,0.507,0.686,8,-6.561,0,"The Weeknd",0.0856,0.028,4.68e-05,0.215,174.011,231000,505,4,73,"False Alarm",45,1.38629436111989,72,4,14.9845347108727,12.3501729895039
"85",0.334,0.825,0.77,8,-8.508,1,"SilentÛ",0.134,0.265,0,0.964,139.982,185131,101,4,190,"Watch Me (Whip / Nae Nae)",14,4.62497281328427,67,102,18.2408864150262,12.1288189615783
"87",0.34,0.603,0.321,2,-11.489,1,"Frank Sinatra",0.0599,0.881,0,0.861,143.104,155600,224,4,195,"Let It Snow! Let It Snow! Let It Snow!",15,3.25809653802148,77,26,16.1307198296347,11.9550438907264
"88",0.156,0.62,0.828,10,-4.685,1,"Carly Rae Jepsen",0.0413,0.00557,0.000102,0.552,122.042,205067,47,4,50,"I Really Like You",14,4.64439089914137,59,104,18.3581969104976,12.2310920339918
"90",0.123,0.481,0.285,0,-10.848,1,"Justin Bieber",0.0424,0.9,0,0.305,130.029,210160,187,4,194,"Purpose",22,4.61512051684126,73,101,17.8397945002875,12.2556244243594
"91",0.0854,0.66,0.695,9,-6.896,0,"David Bowie",0.029,0.0466,0.145,0.506,129.972,382387,242,4,21,"Lazarus",21,0,41,1,14.001305243126,12.8541884637656
"92",0.0719,0.884,0.826,11,-3.672,0,"Daya",0.0854,0.222,2.29e-06,0.474,94.997,192381,314,4,199,"Hide Away",31,5.67675380226828,51,292,19.0177666422011,12.1672330597386
"93",0.131,0.945,0.394,10,-8.571,1,"AminÈ",0.492,0.303,0,0.718,120.058,209747,559,4,180,"Caroline",37,4.49980967033027,88,90,18.0062495755878,12.2536573214858
"96",0.0986,0.614,0.379,4,-10.48,1,"Ed Sheeran",0.0476,0.607,0.000464,0.198,107.989,258987,231,4,122,"Photograph",13,6.33859407820318,86,566,19.8945603400822,12.4645331463718
"97",0.365,0.79,0.62,7,-8.278,1,"Drake",0.195,0.0226,0,0.258,129.959,209413,370,4,197,"Hype",38,4.45434729625351,68,86,17.6733745667998,12.252063657631
"100",0.138,0.667,0.72,9,-7.026,0,"Tove Lo",0.11,0.351,4.26e-06,0.249,101.964,197816,452,4,40,"Cool Girl",40,0,70,1,14.0190406160953,12.195092584687
"102",0.171,0.44,0.591,10,-7.859,1,"David Bowie",0.0369,0.53,1.03e-05,0.362,121.398,223413,242,4,196,"Life On Mars? - 1999 Remastered Version",19,2.19722457733622,48,9,15.5100626655427,12.3167773555088
"103",0.0516,0.774,0.748,4,-5.478,0,"DNCE",0.0509,0.163,0,0.914,119.009,218440,463,4,97,"Cake By The Ocean",41,4.58496747867057,75,98,18.2287577929398,12.2942666562661
"105",0.147,0.587,0.514,1,-7.182,0,"The Weeknd",0.0763,0.105,0,0.488,133.881,260253,564,4,66,"Die For You",36,1.38629436111989,78,4,15.2291591084857,12.4694095137883
"106",0.095,0.64,0.423,8,-10.567,0,"The Weeknd",0.0657,0.446,0.000151,0.168,120.029,321027,564,4,55,"All I Know",35,1.79175946922805,81,6,15.7240894876481,12.6792805107245
"107",0.154,0.636,0.728,9,-5.871,1,"Ariana Grande",0.0999,0.0153,1.46e-06,0.384,107.986,244453,383,4,43,"Into You",38,1.6094379124341,81,5,15.5529102816595,12.4067783403798
"108",0.115,0.667,0.613,1,-5.353,1,"Charlie Puth",0.0344,0.403,0,0.479,91.024,194453,289,4,35,"One Call Away",25,2.99573227355399,71,20,16.995136235646,12.1779457675955
"110",0.176,0.756,0.589,0,-5.093,1,"Anne-Marie",0.232,0.0812,0,0.817,146.928,205593,512,4,139,"Alarm",38,5.02388052084628,89,152,18.7395625870542,12.2336537652909
"111",0.064,0.655,0.699,11,-4.421,1,"One Direction",0.0493,0.0352,0,0.801,86.704,187427,183,4,46,"History",25,2.39789527279837,59,11,16.148580238121,12.1411447152494
"113",0.0954,0.66,0.372,2,-6.025,0,"The Weeknd",0.0314,0.417,0,0.432,119.946,252227,1,3,51,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",13,4.67282883446191,76,107,18.2802279680066,12.4380847546732
"114",0.089,0.853,0.65,7,-7.03,0,"The Weeknd",0.0837,0.0466,7.27e-06,0.858,113.993,220173,566,4,34,"A Lonely Night",34,0,81,1,14.0546967354452,12.302168879949
"116",0.114,0.545,0.478,10,-11.066,0,"Drake",0.287,0.0873,0,0.333,92.326,245227,367,4,40,"Controlla",34,0.693147180559945,70,2,14.7008190590029,12.4099395911746
"117",0.0713,0.338,0.614,7,-7.451,1,"Mariah Carey",0.0383,0.171,0,0.321,150.262,240559,206,4,192,"All I Want For Christmas Is You - Original Version",9,3.04452243772342,33,21,16.5987991444433,12.3907206606867
"119",0.0909,0.741,0.627,1,-4.816,0,"Alessia Cara",0.0894,0.0183,0,0.714,108.016,188493,358,4,200,"Wild Things",33,5.33271879326537,74,207,18.9532863563934,12.1468161499022
"121",0.694,0.72,0.802,1,-5.797,1,"Pitbull",0.0582,0.0921,0,0.716,124.043,229360,8,4,199,"Time of Our Lives",13,5.71373280550937,79,303,18.7918284691114,12.3430481005573
"123",0.123,0.487,0.532,11,-8.129,0,"Tory Lanez",0.245,0.0129,0,0.247,138.13,228640,490,3,170,"LUV",38,4.60517018598809,79,100,18.2734874337362,12.3399039931637
"124",0.646,0.526,0.506,5,-10.47,1,"Kendrick Lamar",0.519,0.341,0,0.0993,85.349,258827,295,3,199,"untitled 02 | 06.23.2014.",31,2.99573227355399,67,20,16.1769075248572,12.4639151638333
"125",0.0916,0.58,0.579,2,-11.705,1,"Kendrick Lamar",0.361,0.322,0,0.132,102.321,247747,295,4,64,"untitled 01 08.19.2014.",30,1.38629436111989,51,4,14.9730999944614,12.4201633431381
"126",0.163,0.619,0.703,10,-9.414,0,"David Bowie",0.0525,0.00388,0.205,0.708,115.043,457133,242,4,193,"Let's Dance - 1999 Remastered Version",17,2.07944154167984,68,8,15.3638074777855,13.0327296559822
"127",0.169,0.383,0.256,0,-8.572,1,"Justin Bieber",0.0332,0.88,2.69e-06,0.501,114.188,134347,186,4,185,"Mark My Words",18,4.43081679884331,68,84,17.6884748051237,11.8081812840586
"130",0.171,0.648,0.736,8,-7.948,1,"Kygo",0.0385,0.0444,0.000137,0.376,103.027,239465,372,4,198,"Stay",36,5.06890420222023,74,159,18.4752325635754,12.3861625473669
"131",0.0889,0.852,0.651,7,-7.04,0,"The Weeknd",0.0807,0.0443,9.45e-06,0.865,113.998,220173,564,4,40,"A Lonely Night",31,1.6094379124341,79,5,15.6420528626456,12.302168879949
"132",0.115,0.667,0.613,1,-5.353,1,"Charlie Puth",0.0344,0.403,0,0.479,91.024,194453,314,4,197,"One Call Away",26,5.32787616878958,72,206,18.7426955596034,12.1779457675955
"133",0.149,0.825,0.547,1,-12.496,1,"Kendrick Lamar",0.263,0.594,2.77e-06,0.572,104.019,154347,295,4,187,"untitled 03 | 05.28.2013.",27,2.56494935746154,60,13,15.7961565153683,11.9469585933955
"134",0.341,0.853,0.547,1,-7.535,1,"Drake",0.194,0.0565,0,0.677,142.065,205879,162,4,166,"Jumpman",14,6.06842558824411,80,432,19.6027049197678,12.2350438965565
"136",0.0793,0.854,0.766,9,-4.697,0,"Flo Rida",0.141,0.0242,0,0.788,118.004,224258,80,4,200,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",9,5.82304589548302,75,338,19.1081576890688,12.3205524537552
"137",0.23,0.707,0.883,0,-4.281,1,"Nevada",0.0602,0.0707,0,0.542,106.031,167038,559,4,175,"The Mack",27,3.87120101090789,88,48,17.5985058425676,12.0259766104247
"139",0.291,0.828,0.609,1,-4.402,1,"Macklemore & Ryan Lewis",0.0694,0.0916,1.21e-06,0.724,109.725,292593,169,4,185,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",14,5.22035582507832,24,185,18.6806734523486,12.586537843837
"140",0.0657,0.73,0.703,0,-5.672,0,"One Direction",0.0369,0.109,0,0.558,138.113,192120,187,4,199,"Drag Me Down",15,5.20948615284142,73,183,18.4890656520003,12.1658754557788
"144",0.118,0.884,0.765,8,-3.865,1,"Fifth Harmony",0.0882,0.063,7.04e-06,0.555,99.987,224573,66,4,200,"Worth It",10,5.93224518744801,77,377,19.2312122451369,12.321956100347
"146",0.163,0.859,0.756,8,-3.36,0,"Shakira",0.0643,0.168,4.65e-05,0.913,102.033,195613,562,4,198,"Chantaje",27,3.52636052461616,91,34,17.3572299409097,12.183893496542
"147",0.104,0.791,0.49,11,-9.05,1,"Drake",0.242,0.187,1.95e-06,0.0471,133.085,209453,337,4,118,"Pop Style",31,1.38629436111989,61,4,15.145930357224,12.2522546495001
"148",0.0394,0.858,0.589,0,-5.392,1,"Mark Ronson",0.0952,0.00885,4.3e-05,0.909,114.976,262271,61,4,75,"Uptown Funk - Trinidad James Remix",11,1.79175946922805,44,6,15.5877232271696,12.4771335993157
"149",0.103,0.671,0.712,2,-7.815,1,"Queen",0.0476,0.429,0,0.484,113.805,248440,242,4,174,"Under Pressure - Remastered 2011",11,2.07944154167984,71,8,15.4706727968293,12.4229566466732
"150",0.12,0.579,0.268,2,-5.65,1,"Rihanna",0.0442,0.868,0,0.332,205.903,188238,1,4,199,"FourFiveSeconds",10,5.88332238848828,75,359,18.9532888808053,12.1454623986104
"153",0.14,0.54,0.59,0,-4.359,1,"Flume",0.0528,0.446,0,0.254,119.878,234910,379,4,196,"Never Be Like You (feat. Kai)",36,4.14313472639153,75,63,17.779179835476,12.3669577410478
"154",0.295,0.464,0.63,7,-7.337,1,"Ariana Grande",0.182,0.0464,0,0.53,132.96,204093,224,5,199,"Santa Tell Me",14,3.52636052461616,78,34,16.6714704615887,12.2263310512965
"155",0.251,0.615,0.61,9,-10.615,1,"Chris Rea",0.0308,0.51,7.98e-05,0.859,90.081,240746,224,4,200,"Driving Home For Christmas",13,2.99573227355399,33,20,16.0304029146234,12.3914977147768
"156",0.144,0.822,0.544,0,-6.797,1,"Andy Grammer",0.0332,0.562,2.4e-05,0.865,122.047,198001,552,4,128,"Fresh Eyes",26,4.56434819146784,82,96,18.3463008025107,12.196027360169
"160",0.195,0.68,0.429,1,-8.297,1,"The Weeknd",0.218,0.299,0,0.61,76.806,206013,565,4,45,"True Colors",29,1.79175946922805,82,6,15.8524373972602,12.2356945525767
"163",0.163,0.564,0.552,0,-5.438,1,"Flume",0.055,0.439,0,0.239,119.907,233337,386,4,37,"Never Be Like You (feat. Kai)",31,1.94591014905531,73,7,16.0436934970759,12.3602390395197
"164",0.0925,0.381,0.594,3,-5.97,1,"Adele",0.0486,0.348,0,0.275,143.86,290907,287,4,145,"When We Were Young",22,4.9416424226093,69,140,18.5078156883072,12.5807589074458
"166",0.115,0.477,0.749,6,-3.662,1,"Kanye West",0.101,0.0639,0,0.418,173.883,196040,344,4,80,"Famous",27,3.80666248977032,16,45,17.5904966278115,12.1860739990235
"167",0.625,0.618,0.717,7,-5.738,1,"Fetty Wap",0.318,0.00256,0,0.601,190.05,196693,128,4,200,"679 (feat. Remy Boyz)",11,6.06145691892802,79,429,19.3766189863504,12.1893994165553
"168",0.0783,0.48,0.681,5,-6.619,0,"Selena Gomez",0.096,0.174,0,0.203,88.772,220679,80,4,17,"Good For You",7,3.36729582998647,17,29,17.4334420341871,12.3044644359278
"171",0.164,0.804,0.56,8,-6.682,1,"Drake",0.185,0.00479,0,0.264,85.023,251333,533,4,84,"Sneakin‚Äô",27,3.61091791264422,86,37,17.3664478491496,12.4345340320612
"173",0.16,0.589,0.629,1,-8.313,1,"The Weeknd",0.0604,0.227,1.72e-05,0.196,77.473,251813,557,4,44,"Party Monster",24,1.38629436111989,78,4,15.4225425785602,12.4364420275361
"174",0.0957,0.57,0.698,11,-4.272,1,"ZAYN",0.0537,0.117,0,0.436,124.989,203692,260,4,19,"PILLOWTALK",19,0,50,1,14.2005790624072,12.2243643280023
"175",0.074,0.671,0.71,9,-6.997,0,"Tove Lo",0.11,0.335,4.76e-06,0.236,102.022,199179,540,4,99,"Cool Girl",24,3.40119738166216,84,30,17.2733132635033,12.2019591968886
"178",0.191,0.478,0.774,7,-6.977,1,"David Bowie",0.0292,0.000265,0.585,0.418,112.577,370373,242,4,194,"Heroes - 1999 Remastered Version",8,2.19722457733622,71,9,15.6007603853741,12.8222658849288
"179",0.065,0.657,0.827,5,-4.036,1,"Flo Rida",0.0734,0.000704,0.00534,0.698,145.889,190186,15,4,200,"GDFR (feat. Sage The Gemini & Lookas)",9,5.68697535633982,73,295,18.8531720324453,12.1557578196546
"182",0.0971,0.538,0.818,1,-6.147,0,"Justin Bieber",0.0586,0.0879,1.39e-06,0.191,127.101,244907,189,4,20,"The Feeling",12,2.484906649788,69,12,16.5851106311382,12.4086338256269
"183",0.163,0.636,0.815,5,-5.098,0,"Robin Schulz",0.0581,0.0185,0,0.629,123.063,219043,134,4,196,"Sugar (feat. Francesco Yates)",10,4.17438726989564,70,65,17.9342092202033,12.297023336557
"184",0.11,0.591,0.741,0,-5.751,1,"Alessia Cara",0.139,0.0294,0,0.439,97.048,230227,525,4,150,"Scars To Your Beautiful",22,4.46590811865458,85,87,18.2781528899679,12.3468210577057
"186",0.191,0.659,0.911,4,-2.28,1,"Charli XCX",0.0786,0.154,0.000304,0.598,91.999,169866,3,4,199,"Boom Clap",199,0,44,1,11.9221700883704,12.0427651699175
"187",0.0382,0.893,0.639,2,-7.857,1,"Drake",0.0549,0.00226,0.000315,0.582,134.963,267024,275,4,59,"Hotline Bling",21,4.59511985013459,26,99,18.4748079550022,12.4950938209832
"192",0.145,0.673,0.624,6,-5.415,0,"Nick Jonas",0.0708,0.243,0,0.388,124.043,234213,404,4,184,"Close",28,4.06044301054642,75,58,17.8117003583922,12.363986236718
"194",0.0843,0.663,0.713,7,-6.647,0,"Mike Posner",0.112,0.0353,7.68e-06,0.684,101.965,197933,475,4,75,"I Took A Pill In Ibiza - Seeb Remix",30,4.34380542185368,83,77,18.237283945293,12.1956838685736
"195",0.0832,0.529,0.736,4,-6.056,1,"One Direction",0.0346,0.0725,0,0.384,131.944,249493,133,4,173,"Infinity",9,4.00733318523247,57,55,17.2269383962572,12.4271861376679
"197",0.391,0.807,0.887,1,-3.892,1,"Zay Hilfigerrr",0.275,0.00381,0,0.794,160.517,144244,548,4,130,"Juju On That Beat (TZ Anthem)",23,4.04305126783455,90,57,17.988361001393,11.8792615890512
"198",0.057,0.886,0.525,8,-7.39,1,"D.R.A.M.",0.131,0.236,0,0.711,145.99,225205,534,4,48,"Broccoli (feat. Lil Yachty)",23,3.52636052461616,81,34,17.5891973431922,12.3247663774879
"200",0.11,0.321,0.754,0,-5.733,1,"Alessia Cara",0.292,0.0298,0,0.424,191.768,230227,547,4,32,"Scars To Your Beautiful",22,3.40119738166216,89,30,17.5649149112755,12.3468210577057
"201",0.057,0.886,0.525,8,-7.39,1,"D.R.A.M.",0.132,0.236,0,0.711,145.99,225205,477,4,183,"Broccoli",32,4.48863636973214,85,89,18.2132482254723,12.3247663774879
"202",0.113,0.607,0.476,10,-11.076,0,"Drake",0.249,0.0773,0,0.339,122.976,245227,368,5,27,"Controlla",27,0,83,1,14.2604072544259,12.4099395911746
"207",0.0982,0.418,0.111,1,-14.848,1,"Hozier",0.0389,0.953,0.00342,0.228,82.508,240147,3,4,190,"Cherry Wine - Live",190,0,24,1,11.9839473256424,12.3890065148226
"208",0.0741,0.6,0.676,5,-6.447,0,"Selena Gomez",0.0652,0.154,0,0.217,88.928,221560,148,4,199,"Good For You",6,5.75890177387728,71,317,19.2434122150684,12.308448712147
"210",0.474,0.674,0.779,0,-5.779,1,"The Weeknd",0.0509,0.0183,7.35e-06,0.728,109.933,265600,564,4,33,"Secrets",25,1.79175946922805,83,6,15.9724209979101,12.4897466965844
"212",0.269,0.583,0.732,11,-5.728,0,"Zara Larsson",0.0457,0.00312,9.86e-06,0.292,145.992,213428,337,4,200,"Never Forget You",21,5.92425579741453,80,374,19.7090338237039,12.2710548182398
"215",0.294,0.513,0.768,4,-4.868,0,"Joel Adams",0.0587,0.0118,1.94e-05,0.235,84.264,210580,433,4,174,"Please Don't Go",25,5.26785815906333,86,194,19.2147079818907,12.2576209074108
"216",0.145,0.667,0.624,6,-5.397,0,"Nick Jonas",0.0698,0.258,0,0.407,124.012,234213,398,4,196,"Close",23,3.93182563272433,74,51,17.3976205598908,12.363986236718
"218",0.164,0.71,0.495,8,-7.369,1,"The Weeknd",0.22,0.156,0,0.404,160.091,218880,565,4,31,"Reminder",25,1.79175946922805,84,6,15.9971903837057,12.2962789134163
"220",0.354,0.746,0.873,7,-3.803,1,"Fetty Wap",0.128,0.0244,0,0.808,148.075,222093,40,4,22,"Trap Queen",7,4.91265488573605,57,136,18.97498790029,12.3108514920513
"222",0.159,0.698,0.844,7,-3.897,0,"Shawn Mendes",0.0431,0.00869,0,0.76,112.042,161440,10,4,182,"Something Big",182,0,6,1,12.0328674085325,11.9918888355874
"223",0.104,0.795,0.482,11,-8.995,1,"Drake",0.22,0.234,3.99e-06,0.0593,132.985,209453,368,4,37,"Pop Style",23,3.43398720448515,70,31,17.5023244302321,12.2522546495001
"224",0.119,0.774,0.739,0,-4.022,1,"Little Mix",0.0952,0.0316,5.95e-06,0.816,126.002,246240,559,4,38,"Shout Out to My Ex",23,2.19722457733622,80,9,16.3496103066056,12.4140619490727
"225",0.129,0.674,0.71,9,-7.042,0,"Tove Lo",0.111,0.343,6.71e-06,0.247,101.983,197816,491,4,98,"Cool Girl",25,4.47733681447821,75,88,18.6616772192042,12.195092584687
"227",0.126,0.687,0.409,9,-7.751,1,"Niall Horan",0.0311,0.71,0,0.17,111.861,232600,510,4,79,"This Town",24,4.07753744390572,86,59,18.0629353844661,12.3570755190667
